Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1122435,DOG,P9998461,3,STRAY,1,SKB8461,06/09/2021,APP WNL,RETURNED TO OWNER,06/10/2021,APP WNL,SCAN CHIP,FIELD,JUN.2021,FY2021
A1057705,DOG,P0940569,,OWNER SURRENDER,1,INA,03/27/2021,APP WNL,ADOPTION,03/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116746,CAT,P0952616,4,STRAY,1,AVB8462,03/25/2021,APP INJ,TRANSFER,03/29/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116435,DOG,P0952148,14,CONFISCATED,1,CVB1710,03/20/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1119812,DOG,P9991717,3,STRAY,1,EJD1717,05/09/2021,APP WNL,ADOPTION,05/14/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1120566,CAT,P0958033,7,STRAY,1,RJB8459,05/19/2021,APP INJ,FOSTER,05/21/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1116950,DOG,P0952951,13,OWNER SURRENDER,1,CMM1750,03/29/2021,APP INJ,EUTHANIZED,03/29/2021,CRITICAL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1117950,CAT,P0868923,3,STRAY,1,JLC,04/13/2021,APP WNL,TRANSFER,04/13/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115728,DOG,P0950997,10,STRAY,1,DAA1761,03/07/2021,APP SICK,EUTHANIZED,03/07/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116376,DOG,P9991718,7,STRAY,1,MWG1718,03/19/2021,APP WNL,ADOPTION,03/29/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1116733,DOG,P0952597,8,OWNER SURRENDER,1,SME8452,03/25/2021,APP INJ,EUTHANIZED,03/29/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1117348,DOG,P0910248,6,CONFISCATED,1,ERB1768,04/03/2021,APP WNL,RETURNED TO OWNER,04/13/2021,APP WNL,SCAN CHIP,FIELD,APR.2021,FY2021
A1029068,DOG,P0542160,,TRANSFER,1,JJV,03/12/2021,APP WNL,ADOPTION,03/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116842,DOG,P9991768,3,STRAY,1,ERB1768,03/26/2021,DECEASED,DISPOSAL,03/31/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115220,DOG,P0950293,,STRAY,1,WEB,02/26/2021,NORMAL,FOUND EXP,03/29/2021,,,,FEB.2021,FY2021
A1104889,DOG,P0933278,5,CONFISCATED,1,AOB1781,03/25/2021,APP WNL,RETURNED TO OWNER,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115449,DOG,P0950639,1,STRAY,1,MLM1701,03/03/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1120154,CAT,P0008542,,OWNER SURRENDER,1,JJV,05/14/2021,APP WNL,FOSTER,05/15/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1116912,DOG,P9991213,8,STRAY,1,RVB1213,03/28/2021,APP WNL,ADOPTION,04/01/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117109,CAT,P0953174,1,STRAY,1,CBU,03/31/2021,UNDERAGE,TRANSFER,03/31/2021,UNDERAGE,UNABLE TO SCAN,OVER THE COUNTER,MAR.2021,FY2021
A1115353,DOG,P0950484,,STRAY,1,WEB,02/26/2021,NORMAL,LOST EXP,04/01/2021,,,,FEB.2021,FY2021
A1120495,CAT,P0957979,,OWNER SURRENDER,1,BBW,05/18/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1115655,DOG,P9998455,10,STRAY,1,DOI8455,03/06/2021,APP WNL,RETURNED TO OWNER,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117884,CAT,P0621616,7,OWNER SURRENDER,1,MLM1701,04/12/2021,APP WNL,TRANSFER,04/13/2021,UNDERAGE,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1117928,CAT,P9991199,1,STRAY,1,FCC,04/13/2021,DECEASED,DISPOSAL,04/13/2021,DECEASED,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1113502,CAT,P0561898,,OWNER SURRENDER,1,DAL,01/24/2021,APP WNL,FOSTER,02/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2021,FY2021
A1122094,WILDLIFE,P0954296,14,WILDLIFE,1,CBU,06/05/2021,APP INJ,DIED,06/06/2021,DECEASED,WILDLIFE - UNABLE TO SCAN,OVER THE COUNTER,JUN.2021,FY2021
A0930007,DOG,P0726074,,OWNER SURRENDER,1,INA,03/06/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115506,DOG,P9998457,8,STRAY,1,DES8457,03/03/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1118854,CAT,P0955778,,STRAY,1,WEB,04/03/2021,NORMAL,LOST EXP,05/27/2021,,,,APR.2021,FY2021
A1117160,CAT,P0617294,6,FOSTER,1,JQS,04/06/2021,CRITICAL,TRANSFER,04/07/2021,APP SICK,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115411,DOG,P0902238,1,STRAY,1,MRY1776,03/02/2021,APP WNL,RETURNED TO OWNER,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116609,DOG,P0952426,3,OWNER SURRENDER,1,BCB8460,03/23/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115657,DOG,P9998462,8,STRAY,1,AVB8462,03/06/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115356,DOG,P0950476,11,STRAY,1,MLM1701,03/01/2021,APP WNL,TRANSFER,03/07/2021,APP INJ,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1124558,DOG,P0963453,,STRAY,1,WEB,07/03/2021,NORMAL,FOUND EXP,08/03/2021,,,,JUL.2021,FY2021
A1115698,DOG,P0950965,,OWNER SURRENDER,1,INA,03/06/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1126214,DOG,P0965787,,STRAY,1,WEB,07/22/2021,NORMAL,FOUND EXP,08/26/2021,,,,JUL.2021,FY2021
A1063908,DOG,P0879773,3,CONFISCATED,1,DES8457,02/23/2021,APP WNL,RETURNED TO OWNER,03/07/2021,APP WNL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1115377,DOG,P0950512,2,STRAY,1,MLM1701,03/02/2021,APP INJ,TRANSFER,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115556,WILDLIFE,P0950763,9,WILDLIFE,1,ROB1772,03/04/2021,APP INJ,EUTHANIZED,03/04/2021,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1123562,CAT,P0964021,,FOSTER,1,JLC,08/03/2021,APP WNL,ADOPTION,08/03/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,AUG.2021,FY2021
A1118682,DOG,P0955526,3,OWNER SURRENDER,1,SKB8461,04/23/2021,APP WNL,ADOPTION,04/28/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1116330,DOG,P0951958,2,CONFISCATED,1,MBB1548,03/19/2021,APP WNL,RETURNED TO OWNER,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116652,DOG,P9991748,4,STRAY,1,MMK1748,03/24/2021,APP WNL,ADOPTION,03/30/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1115447,DOG,P0815614,6,FOSTER,1,LJL,03/29/2021,APP INJ,EUTHANIZED,03/30/2021,CRITICAL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1119124,CAT,P0939435,,FOSTER,1,EAB,05/15/2021,APP SICK,FOSTER,05/17/2021,UNDERAGE,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1119911,DOG,P0958801,6,TREATMENT,1,MJR,08/02/2021,APP WNL,TREATMENT,08/03/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,AUG.2021,FY2021
A1055601,DOG,P0938975,,OWNER SURRENDER,1,JJV,04/11/2021,APP WNL,TRANSFER,04/13/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1117762,DOG,P0954160,2,STRAY,1,KCB8445,04/10/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1117039,WILDLIFE,P0953022,6,WILDLIFE,1,DAA1761,03/30/2021,APP INJ,WILDLIFE,03/30/2021,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1115667,CAT,P0950910,1,STRAY,1,ODB1712,03/06/2021,APP INJ,EUTHANIZED,03/07/2021,FATAL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115208,DOG,P0950273,,OWNER SURRENDER,1,JJV,02/26/2021,APP WNL,TRANSFER,03/07/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1114634,DOG,P0949325,,STRAY,1,WEB,01/31/2021,NORMAL,LOST EXP,03/17/2021,,,,JAN.2021,FY2021
A1120083,DOG,P0909778,6,STRAY,1,MCB1749,05/13/2021,APP WNL,TRANSFER,05/14/2021,APP SICK,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1116105,WILDLIFE,P0951651,6,WILDLIFE,1,LRB1783,03/14/2021,CRITICAL,WILDLIFE,03/15/2021,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1117289,DOG,P0953488,6,STRAY,1,ERB1768,04/02/2021,APP SICK,TRANSFER,04/13/2021,APP SICK,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1116848,DOG,P9998456,4,STRAY,1,TJP8456,03/26/2021,APP INJ,ADOPTION,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A0951015,DOG,P0952641,,OWNER SURRENDER,1,INA,03/25/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1117841,WILDLIFE,P0684360,14,WILDLIFE,1,DAA1761,04/11/2021,APP INJ,WILDLIFE,04/12/2021,APP WNL,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2021,FY2021
A1120753,CAT,P0843118,6,STRAY,1,CBU,05/20/2021,UNDERAGE,EUTHANIZED,05/21/2021,CRITICAL,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1115548,CAT,P0950764,,OWNER SURRENDER,1,CBU,03/04/2021,APP WNL,ADOPTION,03/17/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115525,DOG,P9991710,4,STRAY,1,CVB1710,03/04/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116982,DOG,P0952988,7,OWNER SURRENDER,1,BCB8460,03/29/2021,APP WNL,ADOPTION,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115374,DOG,P9991701,2,STRAY,1,MLM1701,03/02/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116827,CAT,P0951151,6,STRAY,1,TJP8456,03/26/2021,APP WNL,ADOPTION,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117692,DOG,P9998455,4,STRAY,1,DOI8455,04/09/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A0668857,DOG,P0950623,12,STRAY,1,KCB8445,03/03/2021,APP WNL,RETURNED TO OWNER,03/03/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1117300,DOG,P9991549,4,STRAY,1,RAB1549,04/03/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,AGGOPS,APR.2021,FY2021
A1117882,CAT,P0621616,7,OWNER SURRENDER,1,MLM1701,04/12/2021,APP WNL,TRANSFER,04/13/2021,UNDERAGE,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1125766,CAT,P9998457,10,KEEPSAFE,1,DES8457,07/19/2021,APP WNL,ADOPTION,08/03/2021,APP WNL,SCAN CHIP,FIELD,JUL.2021,FY2021
A1126093,DOG,P0965592,7,CONFISCATED,1,MAW1723,07/24/2021,APP WNL,RETURNED TO OWNER,08/03/2021,APP WNL,SCAN NO CHIP,FIELD,JUL.2021,FY2021
A1106472,DOG,P0736803,4,STRAY,1,DBB1715,03/30/2021,APP WNL,RETURNED TO OWNER,03/30/2021,APP WNL,SCAN CHIP,AGGOPS,MAR.2021,FY2021
A1115272,DOG,P0950363,,STRAY,1,WEB,02/27/2021,NORMAL,FOUND EXP,03/30/2021,,,,FEB.2021,FY2021
A1118654,DOG,P9991721,3,STRAY,1,JKB1721,04/23/2021,APP WNL,ADOPTION,05/15/2021,APP WNL,SCAN CHIP,AGGOPS,APR.2021,FY2021
A1116865,DOG,P0877616,7,STRAY,1,SEB8452,03/27/2021,APP WNL,RETURNED TO OWNER,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1119779,CAT,P0957032,7,STRAY,1,JCB1574,05/09/2021,APP SICK,ADOPTION,05/27/2021,APP SICK,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1115265,DOG,P0950355,,STRAY,1,WEB,02/27/2021,NORMAL,FOUND EXP,03/30/2021,,,,FEB.2021,FY2021
A1122766,DOG,P0961090,,STRAY,1,WEB,06/12/2021,NORMAL,LOST EXP,07/13/2021,,,,JUN.2021,FY2021
A1115771,BIRD,P9991770,13,WILDLIFE,1,VJD1770,03/08/2021,APP INJ,WILDLIFE,03/08/2021,APP INJ,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1119973,DOG,P0755014,1,STRAY,1,DAA1761,05/12/2021,APP WNL,ADOPTION,05/15/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1120136,DOG,P0957532,7,OWNER SURRENDER,1,RJB8459,05/14/2021,APP WNL,RETURNED TO OWNER,05/15/2021,APP WNL,SCAN CHIP,FIELD,MAY.2021,FY2021
A1115693,DOG,P0950947,,OWNER SURRENDER,1,SDW,03/06/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116844,DOG,P9991549,3,STRAY,1,RAB1549,03/27/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1116846,DOG,P9991549,3,STRAY,1,RAB1549,03/27/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1115769,WILDLIFE,P0951075,12,WILDLIFE,1,JCB1574,03/08/2021,APP SICK,EUTHANIZED,03/08/2021,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1126177,DOG,P0968155,1,STRAY,1,TJP8456,08/20/2021,APP WNL,ADOPTION,08/26/2021,APP WNL,SCAN CHIP,FIELD,AUG.2021,FY2021
A1117924,CAT,P0954432,2,STRAY,1,RKB1765,04/13/2021,APP INJ,EUTHANIZED,04/13/2021,FATAL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1022010,DOG,P0956832,,OWNER SURRENDER,1,JJV,06/20/2021,APP WNL,EUTHANIZED,07/05/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,JUN.2021,FY2021
A1116436,DOG,P0952149,11,CONFISCATED,1,YLB1695,03/22/2021,APP WNL,RETURNED TO OWNER,03/30/2021,APP WNL,SCAN CHIP,BITE,MAR.2021,FY2021
A1116329,DOG,P0951958,2,CONFISCATED,1,MBB1548,03/19/2021,APP WNL,RETURNED TO OWNER,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117022,DOG,P0953041,,STRAY,1,WEB,03/29/2021,NORMAL,FOUND EXP,04/29/2021,,,,MAR.2021,FY2021
A1116493,CAT,P0846560,1,OWNER SURRENDER,1,CBU,04/01/2021,APP WNL,TRANSFER,04/13/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115555,DOG,P0950749,14,STRAY,1,MCB1749,03/04/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1118913,CAT,P9998460,7,STRAY,1,BCB8460,04/27/2021,APP WNL,TRANSFER,04/29/2021,UNDERAGE,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115249,DOG,P0950324,,STRAY,1,WEB,02/23/2021,NORMAL,LOST EXP,03/30/2021,,,,FEB.2021,FY2021
A1117821,DOG,P9998459,7,KEEPSAFE,1,RJB8459,04/11/2021,APP WNL,ADOPTION,04/29/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115151,DOG,P9998452,10,CONFISCATED,1,SME8452,02/25/2021,APP WNL,TRANSFER,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1115342,DOG,P9991702,7,STRAY,1,JRM1702,03/01/2021,APP WNL,EUTHANIZED,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1120142,DOG,P0957529,3,STRAY,1,CBU,05/14/2021,UNDERAGE,TRANSFER,05/15/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1116327,DOG,P0951958,2,CONFISCATED,1,MBB1548,03/19/2021,APP WNL,RETURNED TO OWNER,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116794,DOG,P0952675,4,STRAY,1,TJP8456,03/25/2021,APP SICK,TRANSFER,03/30/2021,APP SICK,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117945,DOG,P0954458,2,OWNER SURRENDER,1,MMK1748,04/13/2021,APP WNL,RETURNED TO OWNER,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1116787,DOG,P0891447,13,STRAY,1,AMB8451,03/25/2021,APP WNL,ADOPTION,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1113878,DOG,P0911738,,TREATMENT,1,STJ,03/29/2021,APP INJ,TREATMENT,03/29/2021,APP INJ,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1123934,DOG,P0962600,7,OWNER SURRENDER,1,JEB1744,06/27/2021,CRITICAL,EUTHANIZED,06/27/2021,FATAL,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1114169,DOG,P0948606,,STRAY,1,WEB,02/05/2021,NORMAL,LOST EXP,03/08/2021,,,,FEB.2021,FY2021
A1117501,CAT,P0666114,,OWNER SURRENDER,1,DAL,04/06/2021,APP SICK,FOSTER,04/07/2021,APP SICK,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1114165,DOG,P0948601,,STRAY,1,WEB,02/02/2021,NORMAL,LOST EXP,03/08/2021,,,,FEB.2021,FY2021
A1130063,DOG,P0703395,4,STRAY,1,BHB8470,09/23/2021,APP WNL,RETURNED TO OWNER,09/23/2021,APP WNL,SCAN NO CHIP,FIELD,SEP.2021,FY2021
A1117067,CAT,P0953114,,OWNER SURRENDER,1,DAL,03/30/2021,CRITICAL,EUTHANIZED,03/30/2021,FATAL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1044294,DOG,P9991768,10,STRAY,1,ERB1768,03/06/2021,APP INJ,RETURNED TO OWNER,03/08/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1120198,CAT,P9998455,4,STRAY,1,DOI8455,05/15/2021,APP SICK,TRANSFER,05/15/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1117709,DOG,P0954108,3,STRAY,1,DAL,04/09/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1116985,DOG,P0952988,7,OWNER SURRENDER,1,BCB8460,03/29/2021,APP WNL,ADOPTION,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115751,CAT,P9991750,7,STRAY,1,CMM1750,03/08/2021,DECEASED,DISPOSAL,03/08/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115738,DOG,P9991213,10,STRAY,1,RVB1213,03/07/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1123770,CAT,P0962377,8,STRAY,1,CVB1710,06/25/2021,APP INJ,EUTHANIZED,06/27/2021,APP SICK,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1117982,DOG,P0954502,10,STRAY,1,AKB1780,04/13/2021,APP WNL,RETURNED TO OWNER,04/13/2021,APP WNL,SCAN CHIP,FIELD,APR.2021,FY2021
A1115221,DOG,P0950279,3,STRAY,1,ODB1712,02/26/2021,APP INJ,TRANSFER,03/08/2021,APP WNL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1114132,DOG,P0948546,,STRAY,1,WEB,02/04/2021,NORMAL,LOST EXP,03/08/2021,,,,FEB.2021,FY2021
A1116981,DOG,P0952988,7,OWNER SURRENDER,1,BCB8460,03/29/2021,APP WNL,ADOPTION,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1121538,CAT,P0959251,,TREATMENT,1,GDG,06/27/2021,APP WNL,TREATMENT,06/27/2021,,SCAN NO CHIP,OVER THE COUNTER,JUN.2021,FY2021
A1119832,DOG,P0957068,,STRAY,1,WEB,05/07/2021,NORMAL,LOST EXP,06/10/2021,,,,MAY.2021,FY2021
A1115577,CAT,P0950787,7,STRAY,1,ERB1768,03/04/2021,APP WNL,TRANSFER,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1120695,DOG,P0958160,3,STRAY,1,ODB1712,05/20/2021,APP WNL,FOSTER,05/27/2021,APP SICK,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1119017,DOG,P9998452,8,STRAY,1,SME8452,04/29/2021,APP INJ,RETURNED TO OWNER,04/29/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115708,DOG,P9998455,4,STRAY,1,DOI8455,03/07/2021,APP INJ,RETURNED TO OWNER,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1118726,DOG,P0846728,6,STRAY,1,EAB,04/24/2021,APP SICK,TRANSFER,04/29/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1118337,DOG,P0955007,6,CONFISCATED,1,INA,04/19/2021,APP WNL,RETURNED TO OWNER,04/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1081579,DOG,P0900135,10,KEEPSAFE,1,MMK1748,02/28/2021,APP WNL,RETURNED TO OWNER,03/08/2021,APP WNL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1049429,DOG,P0690222,9,CONFISCATED,1,RVB1213,03/22/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1116550,DOG,P0690222,9,CONFISCATED,1,RVB1213,03/22/2021,APP WNL,EUTHANIZED,03/30/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1081541,DOG,P0560529,4,STRAY,1,RVB1213,03/02/2021,APP WNL,TRANSFER,03/08/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1114168,DOG,P0948605,,STRAY,1,WEB,02/04/2021,NORMAL,LOST EXP,03/08/2021,,,,FEB.2021,FY2021
A1117230,DOG,P9991721,8,STRAY,1,MWG1718,04/02/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,AGGOPS,APR.2021,FY2021
A1119406,DOG,P9991574,5,STRAY,1,JCB1574,05/04/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1115502,DOG,P9991770,10,STRAY,1,VJD1770,03/03/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1118058,CAT,P0954617,,STRAY,1,WEB,04/13/2021,NORMAL,LOST EXP,05/15/2021,,,,APR.2021,FY2021
A1114158,DOG,P0948597,,STRAY,1,WEB,01/28/2021,NORMAL,LOST EXP,03/08/2021,,,,JAN.2021,FY2021
A1115699,DOG,P0950965,,OWNER SURRENDER,1,CBU,03/06/2021,APP WNL,ADOPTION,03/08/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116959,DOG,P0952970,,STRAY,1,WEB,03/28/2021,NORMAL,LOST EXP,04/29/2021,,,,MAR.2021,FY2021
A1116168,DOG,P0747745,6,FOSTER,1,INA,04/02/2021,APP INJ,TRANSFER,04/29/2021,APP SICK,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1116708,WILDLIFE,P0952534,9,WILDLIFE,1,MCB1749,03/24/2021,DECEASED,DISPOSAL,03/25/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117013,CAT,P0952602,4,STRAY,1,MRY1776,03/29/2021,APP INJ,EUTHANIZED,03/30/2021,APP INJ,UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1115344,DOG,P9991702,7,STRAY,1,JRM1702,03/01/2021,APP WNL,EUTHANIZED,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115566,DOG,P0950790,11,STRAY,1,ERB1768,03/04/2021,APP WNL,EUTHANIZED,03/08/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117179,DOG,P0765184,,OWNER SURRENDER,1,JLC,04/18/2021,APP WNL,ADOPTION,05/15/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1116006,CAT,P0951511,,STRAY,1,WEB,03/12/2021,NORMAL,LOST EXP,04/13/2021,,,,MAR.2021,FY2021
A1115736,CAT,P0951008,4,STRAY,1,MRY1776,03/07/2021,APP INJ,EUTHANIZED,03/07/2021,FATAL,UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1117560,DOG,P0953915,,OWNER SURRENDER,1,DAL,04/13/2021,APP SICK,EUTHANIZED,04/13/2021,CRITICAL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1091967,CAT,P9998455,7,STRAY,1,DOI8455,04/11/2021,APP SICK,RETURNED TO OWNER,04/13/2021,APP WNL,SCAN CHIP,FIELD,APR.2021,FY2021
A1116031,DOG,P0951567,,STRAY,1,WEB,03/12/2021,NORMAL,LOST EXP,04/13/2021,,,,MAR.2021,FY2021
